hour;Zeitstempel;YYYYMMDD;hhmmss;unixtimestamp;P_el
4088;2023-06-20 06:00:00+00:00;20220620;82250;1655706150;0.306658
4089;2023-06-20 07:00:00+00:00;20220620;92250;1655709750;0.27813175
4090;2023-06-20 08:00:00+00:00;20220620;102250;1655713350;0.19638575
4091;2023-06-20 09:00:00+00:00;20220620;112250;1655716950;0.20395275
4092;2023-06-20 10:00:00+00:00;20220620;122250;1655720550;0.19701225
4093;2023-06-20 11:00:00+00:00;20220620;132250;1655724150;0.20201275
4094;2023-06-20 12:00:00+00:00;20220620;142250;1655727750;0.20602575
4095;2023-06-20 13:00:00+00:00;20220620;152250;1655731350;0.19629525
4096;2023-06-20 14:00:00+00:00;20220620;162250;1655734950;0.33476775
4097;2023-06-20 15:00:00+00:00;20220620;172250;1655738550;0.38844125
4098;2023-06-20 16:00:00+00:00;20220620;182250;1655742150;0.17605475
4099;2023-06-20 17:00:00+00:00;20220620;192250;1655745750;0.43615975
4100;2023-06-20 18:00:00+00:00;20220620;202250;1655749350;0.346275
4101;2023-06-20 19:00:00+00:00;20220620;212250;1655752950;0.919118
4102;2023-06-20 20:00:00+00:00;20220620;222250;1655756550;0.99262475
4103;2023-06-20 21:00:00+00:00;20220620;232250;1655760150;0.442363
4104;2023-06-20 22:00:00+00:00;20220621;2250;1655763750;0.2777765
4105;2023-06-20 23:00:00+00:00;20220621;12250;1655767350;0.1936775
4106;2023-06-21 00:00:00+00:00;20220621;22250;1655770950;0.18936825
4107;2023-06-21 01:00:00+00:00;20220621;32250;1655774550;0.15962
4108;2023-06-21 02:00:00+00:00;20220621;42250;1655778150;0.18887575
4109;2023-06-21 03:00:00+00:00;20220621;52250;1655781750;0.21592225
4110;2023-06-21 04:00:00+00:00;20220621;62250;1655785350;0.21406625
4111;2023-06-21 05:00:00+00:00;20220621;72250;1655788950;0.184547
4112;2023-06-21 06:00:00+00:00;20220621;82250;1655792550;0.17977575
4113;2023-06-21 07:00:00+00:00;20220621;92250;1655796150;0.24093125
4114;2023-06-21 08:00:00+00:00;20220621;102250;1655799750;0.387302
4115;2023-06-21 09:00:00+00:00;20220621;112250;1655803350;0.19654225
4116;2023-06-21 10:00:00+00:00;20220621;122250;1655806950;0.169969
4117;2023-06-21 11:00:00+00:00;20220621;132250;1655810550;0.2611695
4118;2023-06-21 12:00:00+00:00;20220621;142250;1655814150;0.43911425
4119;2023-06-21 13:00:00+00:00;20220621;152250;1655817750;0.18406625
4120;2023-06-21 14:00:00+00:00;20220621;162250;1655821350;0.78196325
4121;2023-06-21 15:00:00+00:00;20220621;172250;1655824950;0.84190475
4122;2023-06-21 16:00:00+00:00;20220621;182250;1655828550;0.3994955
4123;2023-06-21 17:00:00+00:00;20220621;192250;1655832150;0.76760775
4124;2023-06-21 18:00:00+00:00;20220621;202250;1655835750;0.91002575
4125;2023-06-21 19:00:00+00:00;20220621;212250;1655839350;1.09812525
4126;2023-06-21 20:00:00+00:00;20220621;222250;1655842950;0.40760125
4127;2023-06-21 21:00:00+00:00;20220621;232250;1655846550;0.40574125
4128;2023-06-21 22:00:00+00:00;20220622;2250;1655850150;0.38178275
4129;2023-06-21 23:00:00+00:00;20220622;12250;1655853750;0.19089875
4130;2023-06-22 00:00:00+00:00;20220622;22250;1655857350;0.18368225
4131;2023-06-22 01:00:00+00:00;20220622;32250;1655860950;0.19641275
4132;2023-06-22 02:00:00+00:00;20220622;42250;1655864550;0.19560575
4133;2023-06-22 03:00:00+00:00;20220622;52250;1655868150;0.19322775
4134;2023-06-22 04:00:00+00:00;20220622;62250;1655871750;0.19669425
4135;2023-06-22 05:00:00+00:00;20220622;72250;1655875350;0.197307
4136;2023-06-22 06:00:00+00:00;20220622;82250;1655878950;0.20738075
4137;2023-06-22 07:00:00+00:00;20220622;92250;1655882550;0.28632275
4138;2023-06-22 08:00:00+00:00;20220622;102250;1655886150;0.52150625
4139;2023-06-22 09:00:00+00:00;20220622;112250;1655889750;0.182845
4140;2023-06-22 10:00:00+00:00;20220622;122250;1655893350;0.18631925
4141;2023-06-22 11:00:00+00:00;20220622;132250;1655896950;0.19603875
4142;2023-06-22 12:00:00+00:00;20220622;142250;1655900550;0.2038155
4143;2023-06-22 13:00:00+00:00;20220622;152250;1655904150;0.34309475
4144;2023-06-22 14:00:00+00:00;20220622;162250;1655907750;0.4181425
4145;2023-06-22 15:00:00+00:00;20220622;172250;1655911350;0.25476575
4146;2023-06-22 16:00:00+00:00;20220622;182250;1655914950;0.287134
4147;2023-06-22 17:00:00+00:00;20220622;192250;1655918550;0.88549475
4148;2023-06-22 18:00:00+00:00;20220622;202250;1655922150;0.64854925
4149;2023-06-22 19:00:00+00:00;20220622;212250;1655925750;0.5779825
4150;2023-06-22 20:00:00+00:00;20220622;222250;1655929350;0.48318525
4151;2023-06-22 21:00:00+00:00;20220622;232250;1655932950;0.331654
4152;2023-06-22 22:00:00+00:00;20220623;2250;1655936550;0.176192
4153;2023-06-22 23:00:00+00:00;20220623;12250;1655940150;0.1970755
4154;2023-06-23 00:00:00+00:00;20220623;22250;1655943750;0.19506625
4155;2023-06-23 01:00:00+00:00;20220623;32250;1655947350;0.19306875
4156;2023-06-23 02:00:00+00:00;20220623;42250;1655950950;0.1898715
4157;2023-06-23 03:00:00+00:00;20220623;52250;1655954550;0.274356
4158;2023-06-23 04:00:00+00:00;20220623;62250;1655958150;0.281547
4159;2023-06-23 05:00:00+00:00;20220623;72250;1655961750;0.28520625
4160;2023-06-23 06:00:00+00:00;20220623;82250;1655965350;0.204042
4161;2023-06-23 07:00:00+00:00;20220623;92250;1655968950;0.20394625
4162;2023-06-23 08:00:00+00:00;20220623;102250;1655972550;0.20204725
4163;2023-06-23 09:00:00+00:00;20220623;112250;1655976150;0.19133725
4164;2023-06-23 10:00:00+00:00;20220623;122250;1655979750;0.1848095
4165;2023-06-23 11:00:00+00:00;20220623;132250;1655983350;0.218813
4166;2023-06-23 12:00:00+00:00;20220623;142250;1655986950;0.4182425
4167;2023-06-23 13:00:00+00:00;20220623;152250;1655990550;0.31907925
4168;2023-06-23 14:00:00+00:00;20220623;162250;1655994150;0.1889715
4169;2023-06-23 15:00:00+00:00;20220623;172250;1655997750;0.4204125
4170;2023-06-23 16:00:00+00:00;20220623;182250;1656001350;0.50914325
4171;2023-06-23 17:00:00+00:00;20220623;192250;1656004950;1.122342
4172;2023-06-23 18:00:00+00:00;20220623;202250;1656008550;0.91973975
4173;2023-06-23 19:00:00+00:00;20220623;212250;1656012150;0.58272475
4174;2023-06-23 20:00:00+00:00;20220623;222250;1656015750;0.568013
4175;2023-06-23 21:00:00+00:00;20220623;232250;1656019350;0.232443
4176;2023-06-23 22:00:00+00:00;20220624;2250;1656022950;0.1837635
4177;2023-06-23 23:00:00+00:00;20220624;12250;1656026550;0.16566475
4178;2023-06-24 00:00:00+00:00;20220624;22250;1656030150;0.188661
4179;2023-06-24 01:00:00+00:00;20220624;32250;1656033750;0.19522225
4180;2023-06-24 02:00:00+00:00;20220624;42250;1656037350;0.19959725
4181;2023-06-24 03:00:00+00:00;20220624;52250;1656040950;0.1939645
4182;2023-06-24 04:00:00+00:00;20220624;62250;1656044550;0.2373775
4183;2023-06-24 05:00:00+00:00;20220624;72250;1656048150;0.20717525
4184;2023-06-24 06:00:00+00:00;20220624;82250;1656051750;0.19570475
4185;2023-06-24 07:00:00+00:00;20220624;92250;1656055350;0.81475525
4186;2023-06-24 08:00:00+00:00;20220624;102250;1656058950;0.56134625
4187;2023-06-24 09:00:00+00:00;20220624;112250;1656062550;0.8770925
4188;2023-06-24 10:00:00+00:00;20220624;122250;1656066150;0.58171875
4189;2023-06-24 11:00:00+00:00;20220624;132250;1656069750;0.27582725
4190;2023-06-24 12:00:00+00:00;20220624;142250;1656073350;0.96039925
4191;2023-06-24 13:00:00+00:00;20220624;152250;1656076950;0.46932075
4192;2023-06-24 14:00:00+00:00;20220624;162250;1656080550;0.2502385
4193;2023-06-24 15:00:00+00:00;20220624;172250;1656084150;0.5880295
4194;2023-06-24 16:00:00+00:00;20220624;182250;1656087750;1.54689875
4195;2023-06-24 17:00:00+00:00;20220624;192250;1656091350;1.057243
4196;2023-06-24 18:00:00+00:00;20220624;202250;1656094950;0.4499135
4197;2023-06-24 19:00:00+00:00;20220624;212250;1656098550;0.413126
4198;2023-06-24 20:00:00+00:00;20220624;222250;1656102150;0.75899425
4199;2023-06-24 21:00:00+00:00;20220624;232250;1656105750;0.772061
4200;2023-06-24 22:00:00+00:00;20220625;2250;1656109350;0.4894535
4201;2023-06-24 23:00:00+00:00;20220625;12250;1656112950;0.3975805
4202;2023-06-25 00:00:00+00:00;20220625;22250;1656116550;0.431939
4203;2023-06-25 01:00:00+00:00;20220625;32250;1656120150;0.22471575
4204;2023-06-25 02:00:00+00:00;20220625;42250;1656123750;0.194229
4205;2023-06-25 03:00:00+00:00;20220625;52250;1656127350;0.17103125
4206;2023-06-25 04:00:00+00:00;20220625;62250;1656130950;0.18938375
4207;2023-06-25 05:00:00+00:00;20220625;72250;1656134550;0.8203405
4208;2023-06-25 06:00:00+00:00;20220625;82250;1656138150;0.15952775
4209;2023-06-25 07:00:00+00:00;20220625;92250;1656141750;0.1731765
4210;2023-06-25 08:00:00+00:00;20220625;102250;1656145350;0.19088
4211;2023-06-25 09:00:00+00:00;20220625;112250;1656148950;0.2313795
4212;2023-06-25 10:00:00+00:00;20220625;122250;1656152550;0.1945015
4213;2023-06-25 11:00:00+00:00;20220625;132250;1656156150;0.19800175
4214;2023-06-25 12:00:00+00:00;20220625;142250;1656159750;1.0764375
4215;2023-06-25 13:00:00+00:00;20220625;152250;1656163350;0.341306
4216;2023-06-25 14:00:00+00:00;20220625;162250;1656166950;1.05828
4217;2023-06-25 15:00:00+00:00;20220625;172250;1656170550;0.74107275
4218;2023-06-25 16:00:00+00:00;20220625;182250;1656174150;0.20458775
4219;2023-06-25 17:00:00+00:00;20220625;192250;1656177750;0.41150175
4220;2023-06-25 18:00:00+00:00;20220625;202250;1656181350;0.34657
4221;2023-06-25 19:00:00+00:00;20220625;212250;1656184950;0.374049
4222;2023-06-25 20:00:00+00:00;20220625;222250;1656188550;0.48461675
4223;2023-06-25 21:00:00+00:00;20220625;232250;1656192150;0.332848
4224;2023-06-25 22:00:00+00:00;20220626;2250;1656195750;0.29128025
4225;2023-06-25 23:00:00+00:00;20220626;12250;1656199350;0.20232175
4226;2023-06-26 00:00:00+00:00;20220626;22250;1656202950;0.17127375
4227;2023-06-26 01:00:00+00:00;20220626;32250;1656206550;0.18990325
4228;2023-06-26 02:00:00+00:00;20220626;42250;1656210150;0.1835015
4229;2023-06-26 03:00:00+00:00;20220626;52250;1656213750;0.19123275
4230;2023-06-26 04:00:00+00:00;20220626;62250;1656217350;0.185791
4231;2023-06-26 05:00:00+00:00;20220626;72250;1656220950;0.17840225
4232;2023-06-26 06:00:00+00:00;20220626;82250;1656224550;0.20018975
4233;2023-06-26 07:00:00+00:00;20220626;92250;1656228150;0.377945
4234;2023-06-26 08:00:00+00:00;20220626;102250;1656231750;0.2194065
4235;2023-06-26 09:00:00+00:00;20220626;112250;1656235350;0.202294
4236;2023-06-26 10:00:00+00:00;20220626;122250;1656238950;0.74165625
4237;2023-06-26 11:00:00+00:00;20220626;132250;1656242550;0.30382075
4238;2023-06-26 12:00:00+00:00;20220626;142250;1656246150;0.3428645
4239;2023-06-26 13:00:00+00:00;20220626;152250;1656249750;0.5558515
4240;2023-06-26 14:00:00+00:00;20220626;162250;1656253350;0.948835
4241;2023-06-26 15:00:00+00:00;20220626;172250;1656256950;0.43357325
4242;2023-06-26 16:00:00+00:00;20220626;182250;1656260550;0.48573775
4243;2023-06-26 17:00:00+00:00;20220626;192250;1656264150;1.674272
4244;2023-06-26 18:00:00+00:00;20220626;202250;1656267750;0.71798425
4245;2023-06-26 19:00:00+00:00;20220626;212250;1656271350;0.56473175
4246;2023-06-26 20:00:00+00:00;20220626;222250;1656274950;0.405057
4247;2023-06-26 21:00:00+00:00;20220626;232250;1656278550;0.42274875
4248;2023-06-26 22:00:00+00:00;20220627;2250;1656282150;0.22550475
4249;2023-06-26 23:00:00+00:00;20220627;12250;1656285750;0.19932125
4250;2023-06-27 00:00:00+00:00;20220627;22250;1656289350;0.19821575
4251;2023-06-27 01:00:00+00:00;20220627;32250;1656292950;0.196519
4252;2023-06-27 02:00:00+00:00;20220627;42250;1656296550;0.18809975
4253;2023-06-27 03:00:00+00:00;20220627;52250;1656300150;0.18921875
4254;2023-06-27 04:00:00+00:00;20220627;62250;1656303750;0.192292
4255;2023-06-27 05:00:00+00:00;20220627;72250;1656307350;0.1907065
4256;2023-06-27 06:00:00+00:00;20220627;82250;1656310950;0.18723875
4257;2023-06-27 07:00:00+00:00;20220627;92250;1656314550;0.1763635
4258;2023-06-27 08:00:00+00:00;20220627;102250;1656318150;0.396628
4259;2023-06-27 09:00:00+00:00;20220627;112250;1656321750;0.44375675
4260;2023-06-27 10:00:00+00:00;20220627;122250;1656325350;0.7169725
4261;2023-06-27 11:00:00+00:00;20220627;132250;1656328950;0.82195525
4262;2023-06-27 12:00:00+00:00;20220627;142250;1656332550;0.303366
4263;2023-06-27 13:00:00+00:00;20220627;152250;1656336150;0.279714
4264;2023-06-27 14:00:00+00:00;20220627;162250;1656339750;0.3981815
4265;2023-06-27 15:00:00+00:00;20220627;172250;1656343350;0.403695
4266;2023-06-27 16:00:00+00:00;20220627;182250;1656346950;0.71320575
4267;2023-06-27 17:00:00+00:00;20220627;192250;1656350550;0.81529275
4268;2023-06-27 18:00:00+00:00;20220627;202250;1656354150;0.744151
4269;2023-06-27 19:00:00+00:00;20220627;212250;1656357750;0.5916265
4270;2023-06-27 20:00:00+00:00;20220627;222250;1656361350;0.3953715
4271;2023-06-27 21:00:00+00:00;20220627;232250;1656364950;0.4194305
4272;2023-06-27 22:00:00+00:00;20220628;2250;1656368550;0.422449
4273;2023-06-27 23:00:00+00:00;20220628;12250;1656372150;0.40964625
4274;2023-06-28 00:00:00+00:00;20220628;22250;1656375750;0.52018125
4275;2023-06-28 01:00:00+00:00;20220628;32250;1656379350;0.15921625
4276;2023-06-28 02:00:00+00:00;20220628;42250;1656382950;0.16572075
4277;2023-06-28 03:00:00+00:00;20220628;52250;1656386550;0.1858655
4278;2023-06-28 04:00:00+00:00;20220628;62250;1656390150;0.19073475
4279;2023-06-28 05:00:00+00:00;20220628;72250;1656393750;0.17747575
4280;2023-06-28 06:00:00+00:00;20220628;82250;1656397350;0.197676
4281;2023-06-28 07:00:00+00:00;20220628;92250;1656400950;0.20866
4282;2023-06-28 08:00:00+00:00;20220628;102250;1656404550;0.243937
4283;2023-06-28 09:00:00+00:00;20220628;112250;1656408150;0.19881875
4284;2023-06-28 10:00:00+00:00;20220628;122250;1656411750;0.52059675
4285;2023-06-28 11:00:00+00:00;20220628;132250;1656415350;0.26469575
4286;2023-06-28 12:00:00+00:00;20220628;142250;1656418950;0.302434
4287;2023-06-28 13:00:00+00:00;20220628;152250;1656422550;0.487218
4288;2023-06-28 14:00:00+00:00;20220628;162250;1656426150;0.4810095
4289;2023-06-28 15:00:00+00:00;20220628;172250;1656429750;1.41197275
4290;2023-06-28 16:00:00+00:00;20220628;182250;1656433350;0.3183535
4291;2023-06-28 17:00:00+00:00;20220628;192250;1656436950;1.3065855
4292;2023-06-28 18:00:00+00:00;20220628;202250;1656440550;1.05735275
4293;2023-06-28 19:00:00+00:00;20220628;212250;1656444150;0.6598345
4294;2023-06-28 20:00:00+00:00;20220628;222250;1656447750;0.5180135
4295;2023-06-28 21:00:00+00:00;20220628;232250;1656451350;0.5477195
4296;2023-06-28 22:00:00+00:00;20220629;2250;1656454950;0.373977
4297;2023-06-28 23:00:00+00:00;20220629;12250;1656458550;0.381228
4298;2023-06-29 00:00:00+00:00;20220629;22250;1656462150;0.2206815
4299;2023-06-29 01:00:00+00:00;20220629;32250;1656465750;0.19705775
4300;2023-06-29 02:00:00+00:00;20220629;42250;1656469350;0.194945
4301;2023-06-29 03:00:00+00:00;20220629;52250;1656472950;0.19369625
4302;2023-06-29 04:00:00+00:00;20220629;62250;1656476550;0.19435575
4303;2023-06-29 05:00:00+00:00;20220629;72250;1656480150;0.19915775
4304;2023-06-29 06:00:00+00:00;20220629;82250;1656483750;0.1926575
4305;2023-06-29 07:00:00+00:00;20220629;92250;1656487350;0.18755925
4306;2023-06-29 08:00:00+00:00;20220629;102250;1656490950;0.17267875
4307;2023-06-29 09:00:00+00:00;20220629;112250;1656494550;0.1884665
4308;2023-06-29 10:00:00+00:00;20220629;122250;1656498150;0.194985
4309;2023-06-29 11:00:00+00:00;20220629;132250;1656501750;0.1957675
4310;2023-06-29 12:00:00+00:00;20220629;142250;1656505350;0.194144
4311;2023-06-29 13:00:00+00:00;20220629;152250;1656508950;0.19122925
4312;2023-06-29 14:00:00+00:00;20220629;162250;1656512550;0.3987265
4313;2023-06-29 15:00:00+00:00;20220629;172250;1656516150;0.4131345
4314;2023-06-29 16:00:00+00:00;20220629;182250;1656519750;0.6110425
4315;2023-06-29 17:00:00+00:00;20220629;192250;1656523350;0.22350375
4316;2023-06-29 18:00:00+00:00;20220629;202250;1656526950;0.20529275
4317;2023-06-29 19:00:00+00:00;20220629;212250;1656530550;0.29700475
4318;2023-06-29 20:00:00+00:00;20220629;222250;1656534150;0.3109895
4319;2023-06-29 21:00:00+00:00;20220629;232250;1656537750;0.53801825
4320;2023-06-29 22:00:00+00:00;20220630;2250;1656541350;0.52344025
4321;2023-06-29 23:00:00+00:00;20220630;12250;1656544950;0.84794275
4322;2023-06-30 00:00:00+00:00;20220630;22250;1656548550;0.84857675
4323;2023-06-30 01:00:00+00:00;20220630;32250;1656552150;0.1936605
4324;2023-06-30 02:00:00+00:00;20220630;42250;1656555750;0.196965
4325;2023-06-30 03:00:00+00:00;20220630;52250;1656559350;0.17379575
4326;2023-06-30 04:00:00+00:00;20220630;62250;1656562950;0.180401
4327;2023-06-30 05:00:00+00:00;20220630;72250;1656566550;0.201667
4328;2023-06-30 06:00:00+00:00;20220630;82250;1656570150;0.206574
4329;2023-06-30 07:00:00+00:00;20220630;92250;1656573750;0.205941
4330;2023-06-30 08:00:00+00:00;20220630;102250;1656577350;0.19547925
4331;2023-06-30 09:00:00+00:00;20220630;112250;1656580950;0.20092925
4332;2023-06-30 10:00:00+00:00;20220630;122250;1656584550;0.84711525
4333;2023-06-30 11:00:00+00:00;20220630;132250;1656588150;0.34561525
4334;2023-06-30 12:00:00+00:00;20220630;142250;1656591750;0.3531425
4335;2023-06-30 13:00:00+00:00;20220630;152250;1656595350;0.90699625
4336;2023-06-30 14:00:00+00:00;20220630;162250;1656598950;0.52944775
4337;2023-06-30 15:00:00+00:00;20220630;172250;1656602550;0.22639625
4338;2023-06-30 16:00:00+00:00;20220630;182250;1656606150;0.20846875
4339;2023-06-30 17:00:00+00:00;20220630;192250;1656609750;0.521474
4340;2023-06-30 18:00:00+00:00;20220630;202250;1656613350;0.70453075
4341;2023-06-30 19:00:00+00:00;20220630;212250;1656616950;0.4582425
4342;2023-06-30 20:00:00+00:00;20220630;222250;1656620550;0.56800275
4343;2023-06-30 21:00:00+00:00;20220630;232250;1656624150;0.47859975
4344;2023-06-30 22:00:00+00:00;20220701;2250;1656627750;0.26386975
4345;2023-06-30 23:00:00+00:00;20220701;12250;1656631350;0.189652
4346;2023-07-01 00:00:00+00:00;20220701;22250;1656634950;0.16516175
4347;2023-07-01 01:00:00+00:00;20220701;32250;1656638550;0.178142
4348;2023-07-01 02:00:00+00:00;20220701;42250;1656642150;0.209711
4349;2023-07-01 03:00:00+00:00;20220701;52250;1656645750;0.1952745
4350;2023-07-01 04:00:00+00:00;20220701;62250;1656649350;0.2320305
4351;2023-07-01 05:00:00+00:00;20220701;72250;1656652950;0.204577
4352;2023-07-01 06:00:00+00:00;20220701;82250;1656656550;0.201466
4353;2023-07-01 07:00:00+00:00;20220701;92250;1656660150;0.19866575
4354;2023-07-01 08:00:00+00:00;20220701;102250;1656663750;0.18865225
4355;2023-07-01 09:00:00+00:00;20220701;112250;1656667350;0.1693225
4356;2023-07-01 10:00:00+00:00;20220701;122250;1656670950;0.297809
4357;2023-07-01 11:00:00+00:00;20220701;132250;1656674550;0.196653
4358;2023-07-01 12:00:00+00:00;20220701;142250;1656678150;1.0251465
4359;2023-07-01 13:00:00+00:00;20220701;152250;1656681750;0.59951775
4360;2023-07-01 14:00:00+00:00;20220701;162250;1656685350;0.198148
4361;2023-07-01 15:00:00+00:00;20220701;172250;1656688950;0.3198135
4362;2023-07-01 16:00:00+00:00;20220701;182250;1656692550;0.1892905
4363;2023-07-01 17:00:00+00:00;20220701;192250;1656696150;0.37360325
4364;2023-07-01 18:00:00+00:00;20220701;202250;1656699750;0.29049875
4365;2023-07-01 19:00:00+00:00;20220701;212250;1656703350;1.114653
4366;2023-07-01 20:00:00+00:00;20220701;222250;1656706950;0.98469725
4367;2023-07-01 21:00:00+00:00;20220701;232250;1656710550;0.34153875
4368;2023-07-01 22:00:00+00:00;20220702;2250;1656714150;0.20472225
4369;2023-07-01 23:00:00+00:00;20220702;12250;1656717750;0.19714325
4370;2023-07-02 00:00:00+00:00;20220702;22250;1656721350;0.201323
4371;2023-07-02 01:00:00+00:00;20220702;32250;1656724950;0.2301185
4372;2023-07-02 02:00:00+00:00;20220702;42250;1656728550;0.1971695
4373;2023-07-02 03:00:00+00:00;20220702;52250;1656732150;0.192693
4374;2023-07-02 04:00:00+00:00;20220702;62250;1656735750;0.168285
4375;2023-07-02 05:00:00+00:00;20220702;72250;1656739350;0.1726705
4376;2023-07-02 06:00:00+00:00;20220702;82250;1656742950;0.2759185
4377;2023-07-02 07:00:00+00:00;20220702;92250;1656746550;0.30341275
4378;2023-07-02 08:00:00+00:00;20220702;102250;1656750150;0.18863925
4379;2023-07-02 09:00:00+00:00;20220702;112250;1656753750;0.36688775
4380;2023-07-02 10:00:00+00:00;20220702;122250;1656757350;0.273493
4381;2023-07-02 11:00:00+00:00;20220702;132250;1656760950;0.33787925
4382;2023-07-02 12:00:00+00:00;20220702;142250;1656764550;0.742879
4383;2023-07-02 13:00:00+00:00;20220702;152250;1656768150;1.1913735
4384;2023-07-02 14:00:00+00:00;20220702;162250;1656771750;0.539404
4385;2023-07-02 15:00:00+00:00;20220702;172250;1656775350;0.39077
4386;2023-07-02 16:00:00+00:00;20220702;182250;1656778950;0.95255525
4387;2023-07-02 17:00:00+00:00;20220702;192250;1656782550;0.4178825
4388;2023-07-02 18:00:00+00:00;20220702;202250;1656786150;0.50944325
4389;2023-07-02 19:00:00+00:00;20220702;212250;1656789750;0.3826835
4390;2023-07-02 20:00:00+00:00;20220702;222250;1656793350;0.376721
4391;2023-07-02 21:00:00+00:00;20220702;232250;1656796950;0.60603775
4392;2023-07-02 22:00:00+00:00;20220703;2250;1656800550;0.53484
4393;2023-07-02 23:00:00+00:00;20220703;12250;1656804150;0.442739
4394;2023-07-03 00:00:00+00:00;20220703;22250;1656807750;0.398527
4395;2023-07-03 01:00:00+00:00;20220703;32250;1656811350;0.3898945
4396;2023-07-03 02:00:00+00:00;20220703;42250;1656814950;0.2489415
4397;2023-07-03 03:00:00+00:00;20220703;52250;1656818550;0.19695525
4398;2023-07-03 04:00:00+00:00;20220703;62250;1656822150;0.20020475
4399;2023-07-03 05:00:00+00:00;20220703;72250;1656825750;0.2496265
4400;2023-07-03 06:00:00+00:00;20220703;82250;1656829350;0.19187
4401;2023-07-03 07:00:00+00:00;20220703;92250;1656832950;0.19395375
4402;2023-07-03 08:00:00+00:00;20220703;102250;1656836550;0.19626425
4403;2023-07-03 09:00:00+00:00;20220703;112250;1656840150;0.19303425
4404;2023-07-03 10:00:00+00:00;20220703;122250;1656843750;0.950016
4405;2023-07-03 11:00:00+00:00;20220703;132250;1656847350;0.42861725
4406;2023-07-03 12:00:00+00:00;20220703;142250;1656850950;0.26039275
4407;2023-07-03 13:00:00+00:00;20220703;152250;1656854550;0.22950175
4408;2023-07-03 14:00:00+00:00;20220703;162250;1656858150;0.337502
4409;2023-07-03 15:00:00+00:00;20220703;172250;1656861750;0.26077075
4410;2023-07-03 16:00:00+00:00;20220703;182250;1656865350;0.3451435
4411;2023-07-03 17:00:00+00:00;20220703;192250;1656868950;1.2171
4412;2023-07-03 18:00:00+00:00;20220703;202250;1656872550;1.054399
4413;2023-07-03 19:00:00+00:00;20220703;212250;1656876150;0.4567395
4414;2023-07-03 20:00:00+00:00;20220703;222250;1656879750;0.290004
4415;2023-07-03 21:00:00+00:00;20220703;232250;1656883350;0.31962775
4416;2023-07-03 22:00:00+00:00;20220704;2250;1656886950;0.41798625
4417;2023-07-03 23:00:00+00:00;20220704;12250;1656890550;0.27445525
4418;2023-07-04 00:00:00+00:00;20220704;22250;1656894150;0.2137945
4419;2023-07-04 01:00:00+00:00;20220704;32250;1656897750;0.201103
4420;2023-07-04 02:00:00+00:00;20220704;42250;1656901350;0.19733925
4421;2023-07-04 03:00:00+00:00;20220704;52250;1656904950;0.196497
4422;2023-07-04 04:00:00+00:00;20220704;62250;1656908550;0.1913265
4423;2023-07-04 05:00:00+00:00;20220704;72250;1656912150;0.1842455
4424;2023-07-04 06:00:00+00:00;20220704;82250;1656915750;0.16984525
4425;2023-07-04 07:00:00+00:00;20220704;92250;1656919350;0.18673625
4426;2023-07-04 08:00:00+00:00;20220704;102250;1656922950;0.26569425
4427;2023-07-04 09:00:00+00:00;20220704;112250;1656926550;0.26072
4428;2023-07-04 10:00:00+00:00;20220704;122250;1656930150;0.233777
4429;2023-07-04 11:00:00+00:00;20220704;132250;1656933750;0.467364
4430;2023-07-04 12:00:00+00:00;20220704;142250;1656937350;0.86349425
4431;2023-07-04 13:00:00+00:00;20220704;152250;1656940950;0.385712
4432;2023-07-04 14:00:00+00:00;20220704;162250;1656944550;0.6211215
4433;2023-07-04 15:00:00+00:00;20220704;172250;1656948150;0.19469325
4434;2023-07-04 16:00:00+00:00;20220704;182250;1656951750;0.4046765
4435;2023-07-04 17:00:00+00:00;20220704;192250;1656955350;0.2178575
4436;2023-07-04 18:00:00+00:00;20220704;202250;1656958950;0.4344605
4437;2023-07-04 19:00:00+00:00;20220704;212250;1656962550;0.610695
4438;2023-07-04 20:00:00+00:00;20220704;222250;1656966150;0.53587575
4439;2023-07-04 21:00:00+00:00;20220704;232250;1656969750;0.4948035
4440;2023-07-04 22:00:00+00:00;20220705;2250;1656973350;0.4347305
4441;2023-07-04 23:00:00+00:00;20220705;12250;1656976950;0.18669275
4442;2023-07-05 00:00:00+00:00;20220705;22250;1656980550;0.21175225
4443;2023-07-05 01:00:00+00:00;20220705;32250;1656984150;0.1780535
4444;2023-07-05 02:00:00+00:00;20220705;42250;1656987750;0.189047
4445;2023-07-05 03:00:00+00:00;20220705;52250;1656991350;0.2040775
4446;2023-07-05 04:00:00+00:00;20220705;62250;1656994950;0.19832525
4447;2023-07-05 05:00:00+00:00;20220705;72250;1656998550;0.1971545
4448;2023-07-05 06:00:00+00:00;20220705;82250;1657002150;0.28296425
4449;2023-07-05 07:00:00+00:00;20220705;92250;1657005750;0.20019
4450;2023-07-05 08:00:00+00:00;20220705;102250;1657009350;0.4584525
4451;2023-07-05 09:00:00+00:00;20220705;112250;1657012950;0.43723525
4452;2023-07-05 10:00:00+00:00;20220705;122250;1657016550;0.16912825
4453;2023-07-05 11:00:00+00:00;20220705;132250;1657020150;0.797643
4454;2023-07-05 12:00:00+00:00;20220705;142250;1657023750;0.17443325
4455;2023-07-05 13:00:00+00:00;20220705;152250;1657027350;0.1854285
4456;2023-07-05 14:00:00+00:00;20220705;162250;1657030950;0.36476775
4457;2023-07-05 15:00:00+00:00;20220705;172250;1657034550;0.23729475
