hour;Zeitstempel;YYYYMMDD;hhmmss;unixtimestamp;P_el
856;2023-02-05 14:00:00+00:00;20220205;152250;1644070950;0.45276825
857;2023-02-05 15:00:00+00:00;20220205;162250;1644074550;0.3749815
858;2023-02-05 16:00:00+00:00;20220205;172250;1644078150;0.70049475
859;2023-02-05 17:00:00+00:00;20220205;182250;1644081750;0.83592825
860;2023-02-05 18:00:00+00:00;20220205;192250;1644085350;0.68905175
861;2023-02-05 19:00:00+00:00;20220205;202250;1644088950;1.434537
862;2023-02-05 20:00:00+00:00;20220205;212250;1644092550;0.55357425
863;2023-02-05 21:00:00+00:00;20220205;222250;1644096150;0.6156785
864;2023-02-05 22:00:00+00:00;20220205;232250;1644099750;0.59252125
865;2023-02-05 23:00:00+00:00;20220206;2250;1644103350;0.52892
866;2023-02-06 00:00:00+00:00;20220206;12250;1644106950;0.417379
867;2023-02-06 01:00:00+00:00;20220206;22250;1644110550;0.362661
868;2023-02-06 02:00:00+00:00;20220206;32250;1644114150;0.2791795
869;2023-02-06 03:00:00+00:00;20220206;42250;1644117750;0.27198575
870;2023-02-06 04:00:00+00:00;20220206;52250;1644121350;0.3583075
871;2023-02-06 05:00:00+00:00;20220206;62250;1644124950;0.2912265
872;2023-02-06 06:00:00+00:00;20220206;72250;1644128550;0.313729
873;2023-02-06 07:00:00+00:00;20220206;82250;1644132150;0.5974325
874;2023-02-06 08:00:00+00:00;20220206;92250;1644135750;0.71337125
875;2023-02-06 09:00:00+00:00;20220206;102250;1644139350;0.30037425
876;2023-02-06 10:00:00+00:00;20220206;112250;1644142950;0.28707875
877;2023-02-06 11:00:00+00:00;20220206;122250;1644146550;0.2671965
878;2023-02-06 12:00:00+00:00;20220206;132250;1644150150;0.273127
879;2023-02-06 13:00:00+00:00;20220206;142250;1644153750;0.2621785
880;2023-02-06 14:00:00+00:00;20220206;152250;1644157350;0.368217
881;2023-02-06 15:00:00+00:00;20220206;162250;1644160950;1.0027025
882;2023-02-06 16:00:00+00:00;20220206;172250;1644164550;0.3983225
883;2023-02-06 17:00:00+00:00;20220206;182250;1644168150;0.40319075
884;2023-02-06 18:00:00+00:00;20220206;192250;1644171750;0.5273535
885;2023-02-06 19:00:00+00:00;20220206;202250;1644175350;0.573389
886;2023-02-06 20:00:00+00:00;20220206;212250;1644178950;0.656165
887;2023-02-06 21:00:00+00:00;20220206;222250;1644182550;0.4166645
888;2023-02-06 22:00:00+00:00;20220206;232250;1644186150;0.39875775
889;2023-02-06 23:00:00+00:00;20220207;2250;1644189750;0.348375
890;2023-02-07 00:00:00+00:00;20220207;12250;1644193350;0.32065125
891;2023-02-07 01:00:00+00:00;20220207;22250;1644196950;0.355602
892;2023-02-07 02:00:00+00:00;20220207;32250;1644200550;0.28481025
893;2023-02-07 03:00:00+00:00;20220207;42250;1644204150;0.28587325
894;2023-02-07 04:00:00+00:00;20220207;52250;1644207750;0.286323
895;2023-02-07 05:00:00+00:00;20220207;62250;1644211350;0.3253495
896;2023-02-07 06:00:00+00:00;20220207;72250;1644214950;0.2923565
897;2023-02-07 07:00:00+00:00;20220207;82250;1644218550;0.27701575
898;2023-02-07 08:00:00+00:00;20220207;92250;1644222150;0.29770375
899;2023-02-07 09:00:00+00:00;20220207;102250;1644225750;0.38317875
900;2023-02-07 10:00:00+00:00;20220207;112250;1644229350;0.29747975
901;2023-02-07 11:00:00+00:00;20220207;122250;1644232950;0.28265725
902;2023-02-07 12:00:00+00:00;20220207;132250;1644236550;0.634391
903;2023-02-07 13:00:00+00:00;20220207;142250;1644240150;0.6109855
904;2023-02-07 14:00:00+00:00;20220207;152250;1644243750;0.863598
905;2023-02-07 15:00:00+00:00;20220207;162250;1644247350;0.30982425
906;2023-02-07 16:00:00+00:00;20220207;172250;1644250950;0.377354
907;2023-02-07 17:00:00+00:00;20220207;182250;1644254550;0.39516975
908;2023-02-07 18:00:00+00:00;20220207;192250;1644258150;0.38117675
909;2023-02-07 19:00:00+00:00;20220207;202250;1644261750;0.516371
910;2023-02-07 20:00:00+00:00;20220207;212250;1644265350;0.61031325
911;2023-02-07 21:00:00+00:00;20220207;222250;1644268950;0.462768
912;2023-02-07 22:00:00+00:00;20220207;232250;1644272550;0.44546
913;2023-02-07 23:00:00+00:00;20220208;2250;1644276150;0.40548625
914;2023-02-08 00:00:00+00:00;20220208;12250;1644279750;0.312391
915;2023-02-08 01:00:00+00:00;20220208;22250;1644283350;0.27961975
916;2023-02-08 02:00:00+00:00;20220208;32250;1644286950;0.28004875
917;2023-02-08 03:00:00+00:00;20220208;42250;1644290550;0.28139175
918;2023-02-08 04:00:00+00:00;20220208;52250;1644294150;0.29436875
919;2023-02-08 05:00:00+00:00;20220208;62250;1644297750;0.39966225
920;2023-02-08 06:00:00+00:00;20220208;72250;1644301350;0.39133925
921;2023-02-08 07:00:00+00:00;20220208;82250;1644304950;0.4575555
922;2023-02-08 08:00:00+00:00;20220208;92250;1644308550;0.62951925
923;2023-02-08 09:00:00+00:00;20220208;102250;1644312150;1.2371505
924;2023-02-08 10:00:00+00:00;20220208;112250;1644315750;1.51320475
925;2023-02-08 11:00:00+00:00;20220208;122250;1644319350;1.44257325
926;2023-02-08 12:00:00+00:00;20220208;132250;1644322950;0.817518
927;2023-02-08 13:00:00+00:00;20220208;142250;1644326550;0.50407125
928;2023-02-08 14:00:00+00:00;20220208;152250;1644330150;0.26192475
929;2023-02-08 15:00:00+00:00;20220208;162250;1644333750;1.04568175
930;2023-02-08 16:00:00+00:00;20220208;172250;1644337350;0.61173725
931;2023-02-08 17:00:00+00:00;20220208;182250;1644340950;0.63525425
932;2023-02-08 18:00:00+00:00;20220208;192250;1644344550;0.84708675
933;2023-02-08 19:00:00+00:00;20220208;202250;1644348150;0.86680025
934;2023-02-08 20:00:00+00:00;20220208;212250;1644351750;0.78949225
935;2023-02-08 21:00:00+00:00;20220208;222250;1644355350;0.7821075
936;2023-02-08 22:00:00+00:00;20220208;232250;1644358950;0.496971
937;2023-02-08 23:00:00+00:00;20220209;2250;1644362550;0.39365325
938;2023-02-09 00:00:00+00:00;20220209;12250;1644366150;0.265272
939;2023-02-09 01:00:00+00:00;20220209;22250;1644369750;0.27853225
940;2023-02-09 02:00:00+00:00;20220209;32250;1644373350;0.28714075
941;2023-02-09 03:00:00+00:00;20220209;42250;1644376950;0.29596875
942;2023-02-09 04:00:00+00:00;20220209;52250;1644380550;0.4106995
943;2023-02-09 05:00:00+00:00;20220209;62250;1644384150;0.41022
944;2023-02-09 06:00:00+00:00;20220209;72250;1644387750;0.39331675
945;2023-02-09 07:00:00+00:00;20220209;82250;1644391350;0.44744
946;2023-02-09 08:00:00+00:00;20220209;92250;1644394950;0.32182525
947;2023-02-09 09:00:00+00:00;20220209;102250;1644398550;0.258151
948;2023-02-09 10:00:00+00:00;20220209;112250;1644402150;0.2834125
949;2023-02-09 11:00:00+00:00;20220209;122250;1644405750;0.3023265
950;2023-02-09 12:00:00+00:00;20220209;132250;1644409350;0.449085
951;2023-02-09 13:00:00+00:00;20220209;142250;1644412950;0.4211335
952;2023-02-09 14:00:00+00:00;20220209;152250;1644416550;0.32036075
953;2023-02-09 15:00:00+00:00;20220209;162250;1644420150;0.5859455
954;2023-02-09 16:00:00+00:00;20220209;172250;1644423750;0.80681325
955;2023-02-09 17:00:00+00:00;20220209;182250;1644427350;1.04411325
956;2023-02-09 18:00:00+00:00;20220209;192250;1644430950;1.0549265
957;2023-02-09 19:00:00+00:00;20220209;202250;1644434550;0.9922165
958;2023-02-09 20:00:00+00:00;20220209;212250;1644438150;0.87136575
959;2023-02-09 21:00:00+00:00;20220209;222250;1644441750;0.622689
960;2023-02-09 22:00:00+00:00;20220209;232250;1644445350;0.5326595
961;2023-02-09 23:00:00+00:00;20220210;2250;1644448950;0.42297075
962;2023-02-10 00:00:00+00:00;20220210;12250;1644452550;0.3504335
963;2023-02-10 01:00:00+00:00;20220210;22250;1644456150;0.28939725
964;2023-02-10 02:00:00+00:00;20220210;32250;1644459750;0.29258225
965;2023-02-10 03:00:00+00:00;20220210;42250;1644463350;0.46998625
966;2023-02-10 04:00:00+00:00;20220210;52250;1644466950;0.3251885
967;2023-02-10 05:00:00+00:00;20220210;62250;1644470550;0.2972125
968;2023-02-10 06:00:00+00:00;20220210;72250;1644474150;0.2707095
969;2023-02-10 07:00:00+00:00;20220210;82250;1644477750;0.4051575
970;2023-02-10 08:00:00+00:00;20220210;92250;1644481350;0.362643
971;2023-02-10 09:00:00+00:00;20220210;102250;1644484950;0.301699
972;2023-02-10 10:00:00+00:00;20220210;112250;1644488550;0.52533875
973;2023-02-10 11:00:00+00:00;20220210;122250;1644492150;0.30449225
974;2023-02-10 12:00:00+00:00;20220210;132250;1644495750;0.31454825
975;2023-02-10 13:00:00+00:00;20220210;142250;1644499350;0.562587
976;2023-02-10 14:00:00+00:00;20220210;152250;1644502950;0.5978545
977;2023-02-10 15:00:00+00:00;20220210;162250;1644506550;0.706221
978;2023-02-10 16:00:00+00:00;20220210;172250;1644510150;0.47691275
979;2023-02-10 17:00:00+00:00;20220210;182250;1644513750;0.306438
980;2023-02-10 18:00:00+00:00;20220210;192250;1644517350;0.52571725
981;2023-02-10 19:00:00+00:00;20220210;202250;1644520950;0.50896025
982;2023-02-10 20:00:00+00:00;20220210;212250;1644524550;0.47357575
983;2023-02-10 21:00:00+00:00;20220210;222250;1644528150;0.4122625
984;2023-02-10 22:00:00+00:00;20220210;232250;1644531750;0.4103205
985;2023-02-10 23:00:00+00:00;20220211;2250;1644535350;0.2942485
986;2023-02-11 00:00:00+00:00;20220211;12250;1644538950;0.279962
987;2023-02-11 01:00:00+00:00;20220211;22250;1644542550;0.26233025
988;2023-02-11 02:00:00+00:00;20220211;32250;1644546150;0.28514475
989;2023-02-11 03:00:00+00:00;20220211;42250;1644549750;0.284807
990;2023-02-11 04:00:00+00:00;20220211;52250;1644553350;0.2684585
991;2023-02-11 05:00:00+00:00;20220211;62250;1644556950;0.29986125
992;2023-02-11 06:00:00+00:00;20220211;72250;1644560550;0.41817525
993;2023-02-11 07:00:00+00:00;20220211;82250;1644564150;0.42196625
994;2023-02-11 08:00:00+00:00;20220211;92250;1644567750;0.5859295
995;2023-02-11 09:00:00+00:00;20220211;102250;1644571350;0.428382
996;2023-02-11 10:00:00+00:00;20220211;112250;1644574950;0.423646
997;2023-02-11 11:00:00+00:00;20220211;122250;1644578550;0.39285075
998;2023-02-11 12:00:00+00:00;20220211;132250;1644582150;0.29243775
999;2023-02-11 13:00:00+00:00;20220211;142250;1644585750;0.28903325
1000;2023-02-11 14:00:00+00:00;20220211;152250;1644589350;0.30039375
1001;2023-02-11 15:00:00+00:00;20220211;162250;1644592950;0.36489475
1002;2023-02-11 16:00:00+00:00;20220211;172250;1644596550;0.759185
1003;2023-02-11 17:00:00+00:00;20220211;182250;1644600150;0.6986085
1004;2023-02-11 18:00:00+00:00;20220211;192250;1644603750;0.6508855
1005;2023-02-11 19:00:00+00:00;20220211;202250;1644607350;1.3895045
1006;2023-02-11 20:00:00+00:00;20220211;212250;1644610950;0.40677775
1007;2023-02-11 21:00:00+00:00;20220211;222250;1644614550;0.43115575
1008;2023-02-11 22:00:00+00:00;20220211;232250;1644618150;0.3630905
1009;2023-02-11 23:00:00+00:00;20220212;2250;1644621750;0.27962025
1010;2023-02-12 00:00:00+00:00;20220212;12250;1644625350;0.3139425
1011;2023-02-12 01:00:00+00:00;20220212;22250;1644628950;0.3010445
1012;2023-02-12 02:00:00+00:00;20220212;32250;1644632550;0.274458
1013;2023-02-12 03:00:00+00:00;20220212;42250;1644636150;0.28339375
1014;2023-02-12 04:00:00+00:00;20220212;52250;1644639750;0.29568525
1015;2023-02-12 05:00:00+00:00;20220212;62250;1644643350;0.28598075
1016;2023-02-12 06:00:00+00:00;20220212;72250;1644646950;0.2729755
1017;2023-02-12 07:00:00+00:00;20220212;82250;1644650550;0.44536625
1018;2023-02-12 08:00:00+00:00;20220212;92250;1644654150;0.48556675
1019;2023-02-12 09:00:00+00:00;20220212;102250;1644657750;0.764277
1020;2023-02-12 10:00:00+00:00;20220212;112250;1644661350;0.52616375
1021;2023-02-12 11:00:00+00:00;20220212;122250;1644664950;0.8345
1022;2023-02-12 12:00:00+00:00;20220212;132250;1644668550;1.07857225
1023;2023-02-12 13:00:00+00:00;20220212;142250;1644672150;1.1614585
1024;2023-02-12 14:00:00+00:00;20220212;152250;1644675750;0.4419565
1025;2023-02-12 15:00:00+00:00;20220212;162250;1644679350;0.432208
1026;2023-02-12 16:00:00+00:00;20220212;172250;1644682950;0.65606375
1027;2023-02-12 17:00:00+00:00;20220212;182250;1644686550;0.68805
1028;2023-02-12 18:00:00+00:00;20220212;192250;1644690150;0.45528375
1029;2023-02-12 19:00:00+00:00;20220212;202250;1644693750;0.763144
1030;2023-02-12 20:00:00+00:00;20220212;212250;1644697350;0.76349225
1031;2023-02-12 21:00:00+00:00;20220212;222250;1644700950;0.5563435
1032;2023-02-12 22:00:00+00:00;20220212;232250;1644704550;0.32509725
1033;2023-02-12 23:00:00+00:00;20220213;2250;1644708150;0.31759075
1034;2023-02-13 00:00:00+00:00;20220213;12250;1644711750;0.27707325
1035;2023-02-13 01:00:00+00:00;20220213;22250;1644715350;0.2561315
1036;2023-02-13 02:00:00+00:00;20220213;32250;1644718950;0.2561495
1037;2023-02-13 03:00:00+00:00;20220213;42250;1644722550;0.2766505
1038;2023-02-13 04:00:00+00:00;20220213;52250;1644726150;0.286271
1039;2023-02-13 05:00:00+00:00;20220213;62250;1644729750;0.31258925
1040;2023-02-13 06:00:00+00:00;20220213;72250;1644733350;0.27676525
1041;2023-02-13 07:00:00+00:00;20220213;82250;1644736950;0.282561
1042;2023-02-13 08:00:00+00:00;20220213;92250;1644740550;0.38500625
1043;2023-02-13 09:00:00+00:00;20220213;102250;1644744150;0.73509475
1044;2023-02-13 10:00:00+00:00;20220213;112250;1644747750;0.77680425
1045;2023-02-13 11:00:00+00:00;20220213;122250;1644751350;0.273419
1046;2023-02-13 12:00:00+00:00;20220213;132250;1644754950;1.060043
1047;2023-02-13 13:00:00+00:00;20220213;142250;1644758550;1.34975275
1048;2023-02-13 14:00:00+00:00;20220213;152250;1644762150;1.1855845
1049;2023-02-13 15:00:00+00:00;20220213;162250;1644765750;0.6030695
1050;2023-02-13 16:00:00+00:00;20220213;172250;1644769350;0.54509425
1051;2023-02-13 17:00:00+00:00;20220213;182250;1644772950;0.7815655
1052;2023-02-13 18:00:00+00:00;20220213;192250;1644776550;0.772175
1053;2023-02-13 19:00:00+00:00;20220213;202250;1644780150;1.43100925
1054;2023-02-13 20:00:00+00:00;20220213;212250;1644783750;0.80670125
1055;2023-02-13 21:00:00+00:00;20220213;222250;1644787350;0.71617375
1056;2023-02-13 22:00:00+00:00;20220213;232250;1644790950;0.35922025
1057;2023-02-13 23:00:00+00:00;20220214;2250;1644794550;0.255849
1058;2023-02-14 00:00:00+00:00;20220214;12250;1644798150;0.28808275
1059;2023-02-14 01:00:00+00:00;20220214;22250;1644801750;0.289562
1060;2023-02-14 02:00:00+00:00;20220214;32250;1644805350;0.2918295
1061;2023-02-14 03:00:00+00:00;20220214;42250;1644808950;0.29002
1062;2023-02-14 04:00:00+00:00;20220214;52250;1644812550;0.3680685
1063;2023-02-14 05:00:00+00:00;20220214;62250;1644816150;0.33921075
1064;2023-02-14 06:00:00+00:00;20220214;72250;1644819750;0.37615225
1065;2023-02-14 07:00:00+00:00;20220214;82250;1644823350;0.5750375
1066;2023-02-14 08:00:00+00:00;20220214;92250;1644826950;0.32056825
1067;2023-02-14 09:00:00+00:00;20220214;102250;1644830550;0.91616175
1068;2023-02-14 10:00:00+00:00;20220214;112250;1644834150;0.52990225
1069;2023-02-14 11:00:00+00:00;20220214;122250;1644837750;0.2707575
1070;2023-02-14 12:00:00+00:00;20220214;132250;1644841350;0.34350125
1071;2023-02-14 13:00:00+00:00;20220214;142250;1644844950;0.976179
1072;2023-02-14 14:00:00+00:00;20220214;152250;1644848550;0.42347375
1073;2023-02-14 15:00:00+00:00;20220214;162250;1644852150;0.87805075
1074;2023-02-14 16:00:00+00:00;20220214;172250;1644855750;0.55031575
1075;2023-02-14 17:00:00+00:00;20220214;182250;1644859350;1.31488375
1076;2023-02-14 18:00:00+00:00;20220214;192250;1644862950;1.504937
1077;2023-02-14 19:00:00+00:00;20220214;202250;1644866550;0.6001
1078;2023-02-14 20:00:00+00:00;20220214;212250;1644870150;0.67221075
1079;2023-02-14 21:00:00+00:00;20220214;222250;1644873750;0.6694195
1080;2023-02-14 22:00:00+00:00;20220214;232250;1644877350;0.6207465
1081;2023-02-14 23:00:00+00:00;20220215;2250;1644880950;0.407261
1082;2023-02-15 00:00:00+00:00;20220215;12250;1644884550;0.28893325
1083;2023-02-15 01:00:00+00:00;20220215;22250;1644888150;0.28973675
1084;2023-02-15 02:00:00+00:00;20220215;32250;1644891750;0.27215725
1085;2023-02-15 03:00:00+00:00;20220215;42250;1644895350;0.279241
1086;2023-02-15 04:00:00+00:00;20220215;52250;1644898950;0.274853
1087;2023-02-15 05:00:00+00:00;20220215;62250;1644902550;0.36678675
1088;2023-02-15 06:00:00+00:00;20220215;72250;1644906150;0.3970585
1089;2023-02-15 07:00:00+00:00;20220215;82250;1644909750;0.451568
1090;2023-02-15 08:00:00+00:00;20220215;92250;1644913350;0.5149315
1091;2023-02-15 09:00:00+00:00;20220215;102250;1644916950;0.3902325
1092;2023-02-15 10:00:00+00:00;20220215;112250;1644920550;0.28127025
1093;2023-02-15 11:00:00+00:00;20220215;122250;1644924150;0.2887375
1094;2023-02-15 12:00:00+00:00;20220215;132250;1644927750;0.47311475
1095;2023-02-15 13:00:00+00:00;20220215;142250;1644931350;0.52628
1096;2023-02-15 14:00:00+00:00;20220215;152250;1644934950;0.40217125
1097;2023-02-15 15:00:00+00:00;20220215;162250;1644938550;0.2737895
1098;2023-02-15 16:00:00+00:00;20220215;172250;1644942150;0.477405
1099;2023-02-15 17:00:00+00:00;20220215;182250;1644945750;0.44918375
1100;2023-02-15 18:00:00+00:00;20220215;192250;1644949350;0.52627825
1101;2023-02-15 19:00:00+00:00;20220215;202250;1644952950;0.61384575
1102;2023-02-15 20:00:00+00:00;20220215;212250;1644956550;0.3868945
1103;2023-02-15 21:00:00+00:00;20220215;222250;1644960150;0.5200645
1104;2023-02-15 22:00:00+00:00;20220215;232250;1644963750;0.289378
1105;2023-02-15 23:00:00+00:00;20220216;2250;1644967350;0.326641
1106;2023-02-16 00:00:00+00:00;20220216;12250;1644970950;0.277411
1107;2023-02-16 01:00:00+00:00;20220216;22250;1644974550;0.2924735
1108;2023-02-16 02:00:00+00:00;20220216;32250;1644978150;0.28434825
1109;2023-02-16 03:00:00+00:00;20220216;42250;1644981750;0.30180825
1110;2023-02-16 04:00:00+00:00;20220216;52250;1644985350;0.35090325
1111;2023-02-16 05:00:00+00:00;20220216;62250;1644988950;0.3401745
1112;2023-02-16 06:00:00+00:00;20220216;72250;1644992550;0.29379225
1113;2023-02-16 07:00:00+00:00;20220216;82250;1644996150;0.39598475
1114;2023-02-16 08:00:00+00:00;20220216;92250;1644999750;0.428604
1115;2023-02-16 09:00:00+00:00;20220216;102250;1645003350;0.274717
1116;2023-02-16 10:00:00+00:00;20220216;112250;1645006950;0.2677995
1117;2023-02-16 11:00:00+00:00;20220216;122250;1645010550;0.27913675
1118;2023-02-16 12:00:00+00:00;20220216;132250;1645014150;0.291906
1119;2023-02-16 13:00:00+00:00;20220216;142250;1645017750;0.3024225
1120;2023-02-16 14:00:00+00:00;20220216;152250;1645021350;0.935237
1121;2023-02-16 15:00:00+00:00;20220216;162250;1645024950;1.17308025
1122;2023-02-16 16:00:00+00:00;20220216;172250;1645028550;0.648841
1123;2023-02-16 17:00:00+00:00;20220216;182250;1645032150;0.4044555
1124;2023-02-16 18:00:00+00:00;20220216;192250;1645035750;0.490862
1125;2023-02-16 19:00:00+00:00;20220216;202250;1645039350;0.66325325
1126;2023-02-16 20:00:00+00:00;20220216;212250;1645042950;0.7228935
1127;2023-02-16 21:00:00+00:00;20220216;222250;1645046550;0.73987075
1128;2023-02-16 22:00:00+00:00;20220216;232250;1645050150;0.501833
1129;2023-02-16 23:00:00+00:00;20220217;2250;1645053750;0.36068875
1130;2023-02-17 00:00:00+00:00;20220217;12250;1645057350;0.28422375
1131;2023-02-17 01:00:00+00:00;20220217;22250;1645060950;0.304544
1132;2023-02-17 02:00:00+00:00;20220217;32250;1645064550;0.321854
1133;2023-02-17 03:00:00+00:00;20220217;42250;1645068150;0.27098275
1134;2023-02-17 04:00:00+00:00;20220217;52250;1645071750;0.267444
1135;2023-02-17 05:00:00+00:00;20220217;62250;1645075350;0.38764575
1136;2023-02-17 06:00:00+00:00;20220217;72250;1645078950;0.333545
1137;2023-02-17 07:00:00+00:00;20220217;82250;1645082550;0.277384
1138;2023-02-17 08:00:00+00:00;20220217;92250;1645086150;0.29211825
1139;2023-02-17 09:00:00+00:00;20220217;102250;1645089750;0.29528575
1140;2023-02-17 10:00:00+00:00;20220217;112250;1645093350;0.4386355
1141;2023-02-17 11:00:00+00:00;20220217;122250;1645096950;0.764778
1142;2023-02-17 12:00:00+00:00;20220217;132250;1645100550;0.296413
1143;2023-02-17 13:00:00+00:00;20220217;142250;1645104150;0.3294
1144;2023-02-17 14:00:00+00:00;20220217;152250;1645107750;0.45386925
1145;2023-02-17 15:00:00+00:00;20220217;162250;1645111350;0.47105025
1146;2023-02-17 16:00:00+00:00;20220217;172250;1645114950;0.714949
1147;2023-02-17 17:00:00+00:00;20220217;182250;1645118550;1.88607475
1148;2023-02-17 18:00:00+00:00;20220217;192250;1645122150;0.788484
1149;2023-02-17 19:00:00+00:00;20220217;202250;1645125750;1.42773575
1150;2023-02-17 20:00:00+00:00;20220217;212250;1645129350;1.056281
1151;2023-02-17 21:00:00+00:00;20220217;222250;1645132950;0.86721475
1152;2023-02-17 22:00:00+00:00;20220217;232250;1645136550;0.32239125
1153;2023-02-17 23:00:00+00:00;20220218;2250;1645140150;0.28146575
1154;2023-02-18 00:00:00+00:00;20220218;12250;1645143750;0.2620845
1155;2023-02-18 01:00:00+00:00;20220218;22250;1645147350;0.2866895
1156;2023-02-18 02:00:00+00:00;20220218;32250;1645150950;0.287286
1157;2023-02-18 03:00:00+00:00;20220218;42250;1645154550;0.2808685
1158;2023-02-18 04:00:00+00:00;20220218;52250;1645158150;0.275183
1159;2023-02-18 05:00:00+00:00;20220218;62250;1645161750;0.4049755
1160;2023-02-18 06:00:00+00:00;20220218;72250;1645165350;0.4174175
1161;2023-02-18 07:00:00+00:00;20220218;82250;1645168950;0.40542075
1162;2023-02-18 08:00:00+00:00;20220218;92250;1645172550;1.2421725
1163;2023-02-18 09:00:00+00:00;20220218;102250;1645176150;0.941453
1164;2023-02-18 10:00:00+00:00;20220218;112250;1645179750;0.34878025
1165;2023-02-18 11:00:00+00:00;20220218;122250;1645183350;0.53150625
1166;2023-02-18 12:00:00+00:00;20220218;132250;1645186950;0.2916125
1167;2023-02-18 13:00:00+00:00;20220218;142250;1645190550;0.287986
1168;2023-02-18 14:00:00+00:00;20220218;152250;1645194150;0.336158
1169;2023-02-18 15:00:00+00:00;20220218;162250;1645197750;0.5222125
1170;2023-02-18 16:00:00+00:00;20220218;172250;1645201350;0.54942675
1171;2023-02-18 17:00:00+00:00;20220218;182250;1645204950;0.795886
1172;2023-02-18 18:00:00+00:00;20220218;192250;1645208550;0.89584225
1173;2023-02-18 19:00:00+00:00;20220218;202250;1645212150;0.570497
1174;2023-02-18 20:00:00+00:00;20220218;212250;1645215750;0.7022665
1175;2023-02-18 21:00:00+00:00;20220218;222250;1645219350;0.48660675
1176;2023-02-18 22:00:00+00:00;20220218;232250;1645222950;0.427357
1177;2023-02-18 23:00:00+00:00;20220219;2250;1645226550;0.40944625
1178;2023-02-19 00:00:00+00:00;20220219;12250;1645230150;0.36246725
1179;2023-02-19 01:00:00+00:00;20220219;22250;1645233750;0.32712325
1180;2023-02-19 02:00:00+00:00;20220219;32250;1645237350;0.27622525
1181;2023-02-19 03:00:00+00:00;20220219;42250;1645240950;0.28979775
1182;2023-02-19 04:00:00+00:00;20220219;52250;1645244550;0.28094075
1183;2023-02-19 05:00:00+00:00;20220219;62250;1645248150;0.28474025
1184;2023-02-19 06:00:00+00:00;20220219;72250;1645251750;0.28295075
1185;2023-02-19 07:00:00+00:00;20220219;82250;1645255350;0.48796875
1186;2023-02-19 08:00:00+00:00;20220219;92250;1645258950;0.92349875
1187;2023-02-19 09:00:00+00:00;20220219;102250;1645262550;0.3301265
1188;2023-02-19 10:00:00+00:00;20220219;112250;1645266150;0.38563825
1189;2023-02-19 11:00:00+00:00;20220219;122250;1645269750;0.53286025
1190;2023-02-19 12:00:00+00:00;20220219;132250;1645273350;0.79404625
1191;2023-02-19 13:00:00+00:00;20220219;142250;1645276950;1.16577925
1192;2023-02-19 14:00:00+00:00;20220219;152250;1645280550;0.620073
1193;2023-02-19 15:00:00+00:00;20220219;162250;1645284150;0.4407235
1194;2023-02-19 16:00:00+00:00;20220219;172250;1645287750;0.943302
1195;2023-02-19 17:00:00+00:00;20220219;182250;1645291350;0.466166
1196;2023-02-19 18:00:00+00:00;20220219;192250;1645294950;0.87059925
1197;2023-02-19 19:00:00+00:00;20220219;202250;1645298550;1.2018775
1198;2023-02-19 20:00:00+00:00;20220219;212250;1645302150;0.70143125
1199;2023-02-19 21:00:00+00:00;20220219;222250;1645305750;0.69824575
1200;2023-02-19 22:00:00+00:00;20220219;232250;1645309350;0.62184175
1201;2023-02-19 23:00:00+00:00;20220220;2250;1645312950;0.31221575
1202;2023-02-20 00:00:00+00:00;20220220;12250;1645316550;0.2737155
1203;2023-02-20 01:00:00+00:00;20220220;22250;1645320150;0.26730175
1204;2023-02-20 02:00:00+00:00;20220220;32250;1645323750;0.27388825
1205;2023-02-20 03:00:00+00:00;20220220;42250;1645327350;0.36811975
1206;2023-02-20 04:00:00+00:00;20220220;52250;1645330950;0.42747175
1207;2023-02-20 05:00:00+00:00;20220220;62250;1645334550;0.3691925
1208;2023-02-20 06:00:00+00:00;20220220;72250;1645338150;0.28943325
1209;2023-02-20 07:00:00+00:00;20220220;82250;1645341750;0.426508
1210;2023-02-20 08:00:00+00:00;20220220;92250;1645345350;0.51935975
1211;2023-02-20 09:00:00+00:00;20220220;102250;1645348950;0.54833375
1212;2023-02-20 10:00:00+00:00;20220220;112250;1645352550;0.41889275
1213;2023-02-20 11:00:00+00:00;20220220;122250;1645356150;0.50384175
1214;2023-02-20 12:00:00+00:00;20220220;132250;1645359750;0.53242225
1215;2023-02-20 13:00:00+00:00;20220220;142250;1645363350;0.87808125
1216;2023-02-20 14:00:00+00:00;20220220;152250;1645366950;0.5080615
1217;2023-02-20 15:00:00+00:00;20220220;162250;1645370550;1.2991165
1218;2023-02-20 16:00:00+00:00;20220220;172250;1645374150;0.924511
1219;2023-02-20 17:00:00+00:00;20220220;182250;1645377750;0.75483225
1220;2023-02-20 18:00:00+00:00;20220220;192250;1645381350;0.7461335
1221;2023-02-20 19:00:00+00:00;20220220;202250;1645384950;0.4742545
1222;2023-02-20 20:00:00+00:00;20220220;212250;1645388550;0.73835375
1223;2023-02-20 21:00:00+00:00;20220220;222250;1645392150;0.5598975
1224;2023-02-20 22:00:00+00:00;20220220;232250;1645395750;0.491901
1225;2023-02-20 23:00:00+00:00;20220221;2250;1645399350;0.49131575
1226;2023-02-21 00:00:00+00:00;20220221;12250;1645402950;0.4995825
1227;2023-02-21 01:00:00+00:00;20220221;22250;1645406550;0.3858
1228;2023-02-21 02:00:00+00:00;20220221;32250;1645410150;0.2952505
